0,2
1,0
1,3
2,0
2,2
2,3
3,3
4,2
5,1
6,3
7,3
8,0
8,1
8,3
9,0
9,1
9,2
9,3
10,2
11,2
12,3
13,2
13,3
14,3
15,2
16,0
16,1
17,0
17,3
18,1
19,3
20,0
20,1
20,3
21,0
21,1
21,3
22,0
23,4
24,1
24,3
24,4
25,0
25,2
26,4
27,2
28,2
28,3
29,3
30,1
31,0
31,3
32,3
33,2
34,0
34,1
34,3
35,0
36,3
37,1
38,0
38,2
38,3
39,0
40,0
40,2
40,3
41,0
42,0
42,3
43,3
44,3
45,2
45,3
46,1
47,3
48,1
49,3
50,0
50,1
50,3
51,0
51,1
51,3
52,1
53,3
54,0
55,3
56,3
57,1
57,4
58,0
59,0
59,1
59,3
60,1
60,4
61,2
61,3
62,3
63,3
64,2
65,3
66,2
66,3
67,3
68,0
68,1
68,3
69,3
70,0
70,2
71,0
71,1
71,3
72,1
73,1
73,3
74,3
75,1
75,3
76,3
77,3
78,3
79,0
80,0
80,1
80,3
81,0
82,1
82,3
82,4
83,2
84,3
85,3
86,3
87,3
87,4
88,1
89,3
89,4
90,3
91,1
91,3
92,4
93,3
93,4
94,0
95,1
95,4
96,0
97,3
98,0
98,1
98,3
99,0
99,1
99,3
